year,team,coach,sport,Jersey,Player,Yr,Pos,GP,GS,Games,Goals,Assists,Points,ShAtt,Fouls,Red Cards,Yellow Cards,GC,Goal App,GGS,Goalie Min. Plyd,GA,GAA,Saves,SV Pct,Shutouts,Combined Sho,G Wins,G Loss,DSaves,Corners,PK,PK Att,GWG
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,4,"McRae, Eri",So,,17,,,,1.00,1.00,33,8,,1,,,,,0,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,22,"Condrey, Tatum",So,M,20,,,1,2.00,4.00,9,5,,1,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,22,"Condrey, Tatum",So,M,20,,,1,2.00,4.00,9,5,,1,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,11,"Francese, Alyssa",Jr,F,21,,,12,1.00,25.00,46,13,,1,,,,,0,,,,,,,,,,1,1,7
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,11,"Francese, Alyssa",Jr,F,21,,,12,1.00,25.00,46,13,,1,,,,,0,,,,,,,,,,1,1,7
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,6,"Ammon, Lily",Sr,,17,,,,2.00,2.00,13,,,,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,6,"Ammon, Lily",Sr,,17,,,,2.00,2.00,13,,,,,,,,0,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,5,"Saul, McKenna",Fr,F,19,,,,1.00,1.00,8,6,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,5,"Saul, McKenna",Fr,F,19,,,,1.00,1.00,8,6,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,26,"O'Connor, Eri",Jr,F,20,,,4,4.00,12.00,26,11,,,,,,,,,,,,,,,,,,,1
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,26,"O'Connor, Eri",Jr,F,20,,,4,4.00,12.00,26,11,,,,,,,,,,,,,,,,,,,1
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,25,"Schaefer, Jorda",So,,17,,,,1.00,1.00,13,,,,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,25,"Schaefer, Jorda",So,,17,,,,1.00,1.00,13,,,,,,,,0,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,20,"Warren, Maddy",So,F,18,,,2,1.00,5.00,17,3,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,20,"Warren, Maddy",So,F,18,,,2,1.00,5.00,17,3,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,2,"Florenz, Rachel",Jr,F,20,,,4,2.00,10.00,23,11,,1,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,2,"Florenz, Rachel",Jr,F,20,,,4,2.00,10.00,23,11,,1,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,8,"Struble, Maggie",Fr,,16,,,7,1.00,15.00,31,3,,1,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,8,"Struble, Maggie",Fr,,16,,,7,1.00,15.00,31,3,,1,,,,,0,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,10,"Christensen, Tayla",Sr,F,18,,,,2.00,2.00,5,5,1,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,10,"Christensen, Tayla",Sr,F,18,,,,2.00,2.00,5,5,1,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,20,"Kelberman, Marissa",Sr,D,20,,,,,0.00,4,11,,1,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,20,"Kelberman, Marissa",Sr,D,20,,,,,0.00,4,11,,1,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,2,"Carter, Kate",So,,16,,,4,1.00,9.00,28,4,,,,,,,0,,,,,,,,,,1,1,1
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,2,"Carter, Kate",So,,16,,,4,1.00,9.00,28,4,,,,,,,0,,,,,,,,,,1,1,1
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,27,"Peabody, Laney",Fr,D,16,,,,,0.00,3,4,,1,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,27,"Peabody, Laney",Fr,D,16,,,,,0.00,3,4,,1,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,31,"Papele, Skylar",Fr,D,19,,,,1.00,1.00,2,,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,31,"Papele, Skylar",Fr,D,19,,,,1.00,1.00,2,,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,5,"Baldassini, Florencia",Sr,,16,,,,,0.00,2,2,,,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,5,"Baldassini, Florencia",Sr,,16,,,,,0.00,2,2,,,,,,,0,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,30,"Mallion, Haley",Jr,M,16,,,1,1.00,3.00,7,3,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,30,"Mallion, Haley",Jr,M,16,,,1,1.00,3.00,7,3,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,21,"Ward, Ranae",So,M,18,,,1,,2.00,8,4,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,21,"Ward, Ranae",So,M,18,,,1,,2.00,8,4,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,1,"Bates, Lara",Fr,GK,15,,,,,0.00,,2,,,,7,6,1236:57,37,2.692,72,0.661,1,,,10,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,1,"Bates, Lara",Fr,GK,15,,,,,0.00,,2,,,,7,6,1236:57,37,2.692,72,0.661,1,,,10,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,28,"Wallace, Lexie",Fr,M,14,,,1,,2.00,7,5,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,28,"Wallace, Lexie",Fr,M,14,,,1,,2.00,7,5,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,17,"Barbieri, Arianna",So,M,17,,,1,,2.00,4,4,,1,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,17,"Barbieri, Arianna",So,M,17,,,1,,2.00,4,4,,1,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,24,"McKee, Sydney",Fr,,13,,,,,0.00,1,3,,,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,24,"McKee, Sydney",Fr,,13,,,,,0.00,1,3,,,,,,,0,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,6,"Duricek, Tijana",Jr,D,8,,,,,0.00,1,3,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,6,"Duricek, Tijana",Jr,D,8,,,,,0.00,1,3,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,16,"Slang, Anna",Jr,D,17,,,,,0.00,,2,,1,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,16,"Slang, Anna",Jr,D,17,,,,,0.00,,2,,1,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,27,"Truong, Lily",So,,13,,,1,1.00,3.00,7,2,,,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,27,"Truong, Lily",So,,13,,,1,1.00,3.00,7,2,,,,,,,0,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,7,"Juarez, Isabelle",Jr,D,7,,,,,0.00,,1,,2,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,7,"Juarez, Isabelle",Jr,D,7,,,,,0.00,,1,,2,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,8,"Morell, Sophia",Sr,M,12,,,,,0.00,,3,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,8,"Morell, Sophia",Sr,M,12,,,,,0.00,,3,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,22,"Moses, Sunny",Fr,,13,,,,,0.00,,8,,1,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,22,"Moses, Sunny",Fr,,13,,,,,0.00,,8,,1,,,,,0,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,8,"Owens, Ariana",Jr,M,6,,,,1.00,1.00,4,1,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,8,"Owens, Ariana",Jr,M,6,,,,1.00,1.00,4,1,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,32,"Unkenholz, Jillia",Fr,D,11,,,,,0.00,3,,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,32,"Unkenholz, Jillia",Fr,D,11,,,,,0.00,3,,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,12,"Frericks, Frankie",So,,13,,,2,,4.00,11,1,,,,,,,0,,,,,,,,,,1,1,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,12,"Frericks, Frankie",So,,13,,,2,,4.00,11,1,,,,,,,0,,,,,,,,,,1,1,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,23,"Heiser, Natalee",Jr,F,4,,,,,0.00,1,2,,1,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,23,"Heiser, Natalee",Jr,F,4,,,,,0.00,1,2,,1,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,4,"Peters, Rachael",Fr,D,5,,,,1.00,1.00,,2,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,4,"Peters, Rachael",Fr,D,5,,,,1.00,1.00,,2,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,13,"Maynes, Marissa",Jr,MF,13,,,,1.00,1.00,7,4,,3,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,13,"Maynes, Marissa",Jr,MF,13,,,,1.00,1.00,7,4,,3,,,,,0,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,21,"Cook, Lily",Fr,D,3,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,21,"Cook, Lily",Fr,D,3,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,14,"Geller, Hannah",Jr,D,1,,,,,0.00,2,,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,14,"Geller, Hannah",Jr,D,1,,,,,0.00,2,,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,18,"Leon, Jeanel",Fr,,13,,,,,0.00,,2,1,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,18,"Leon, Jeanel",Fr,,13,,,,,0.00,,2,1,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,14,"Lucero, Julia",Fr,M,3,,,,,0.00,3,,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,14,"Lucero, Julia",Fr,M,3,,,,,0.00,3,,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,7,"Parent, Lindsey",Sr,,12,,,1,1.00,3.00,22,7,,1,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,7,"Parent, Lindsey",Sr,,12,,,1,1.00,3.00,22,7,,1,,,,,0,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,26,"Vidgren, Selma",Fr,D,3,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,26,"Vidgren, Selma",Fr,D,3,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,9,"Bertram, Britney",Fr,,12,,,,1.00,1.00,12,3,,,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,9,"Bertram, Britney",Fr,,12,,,,1.00,1.00,12,3,,,,,,,0,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,25,"Oquendo, Belerica",Fr,D,3,,,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,25,"Oquendo, Belerica",Fr,D,3,,,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,21,"Peery, Delaney",Jr,,12,,,,,0.00,2,3,,3,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,21,"Peery, Delaney",Jr,,12,,,,,0.00,2,3,,3,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,24,"Vadset, Annika",Fr,GK,1,,,,,0.00,,,,,,,,45:00,0,0.000,,,1,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,24,"Vadset, Annika",Fr,GK,1,,,,,0.00,,,,,,,,45:00,0,0.000,,,1,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,15,"Lamas, Emily",So,,11,,,,,0.00,2,2,,,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,15,"Lamas, Emily",So,,11,,,,,0.00,2,2,,,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,3,"Morrison, Claire",Jr,D,10,,,,,0.00,1,4,,,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,3,"Morrison, Claire",Jr,D,10,,,,,0.00,1,4,,,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,10,"Foley, Nicole",So,,8,,,,,0.00,1,3,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,10,"Foley, Nicole",So,,8,,,,,0.00,1,3,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,28,"Milano, Alex",So,,8,,,,1.00,1.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,28,"Milano, Alex",So,,8,,,,1.00,1.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,14,"Capmany, Camila",Fr,,6,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,14,"Capmany, Camila",Fr,,6,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,19,"Plunkett, Laure",Fr,,6,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,19,"Plunkett, Laure",Fr,,6,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,20,"Plotz, Emily",Sr,,4,,,,,0.00,,,,,,2,2,225:00,2,0.800,16,0.889,,,2,1,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,20,"Plotz, Emily",Sr,,4,,,,,0.00,,,,,,2,2,225:00,2,0.800,16,0.889,,,2,1,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,0,"Casler, Raeanna",Fr,GK,2,,,,,0.00,,,,,,2,,108:03,3,2.499,6,0.667,,,,1,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,0,"Casler, Raeanna",Fr,GK,2,,,,,0.00,,,,,,2,,108:03,3,2.499,6,0.667,,,,1,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,16,"Goad, Beattie",Sr,,25,,,3,6.00,12.00,23,4,,,,,,,,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,16,"Goad, Beattie",Sr,,25,,,3,6.00,12.00,23,4,,,,,,,,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,15,"Wesley, Kennedy",Fr,,25,,,,1.00,1.00,10,6,,,,,,,,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,15,"Wesley, Kennedy",Fr,,25,,,,1.00,1.00,10,6,,,,,,,,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,10,"Doms, Maya",Fr,,25,,,4,5.00,13.00,54,7,,1,,,,,,,,,,,,,,,,,1
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,10,"Doms, Maya",Fr,,25,,,4,5.00,13.00,54,7,,1,,,,,,,,,,,,,,,,,1
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,24,"Greubel, Abby",So,,25,,,4,6.00,14.00,44,9,,,,,,,,,,,,,,,,,1,1,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,24,"Greubel, Abby",So,,25,,,4,6.00,14.00,44,9,,,,,,,,,,,,,,,,,1,1,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,20,"Macario, Catarina",Jr,,25,,,32,23.00,87.00,158,9,,,,,,,,,,,,,,,,,3,3,11
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,20,"Macario, Catarina",Jr,,25,,,32,23.00,87.00,158,9,,,,,,,,,,,,,,,,,3,3,11
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,23,"Pickett, Kiara",Jr,,25,,,2,9.00,13.00,13,8,,,,,,,,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,23,"Pickett, Kiara",Jr,,25,,,2,9.00,13.00,13,8,,,,,,,,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,2,"Girma, Naomi",So,,25,,,2,1.00,5.00,19,,,,,,,,,,,,,,,,,,,,1
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,2,"Girma, Naomi",So,,25,,,2,1.00,5.00,19,,,,,,,,,,,,,,,,,,,,1
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,4,"Briede, Belle",Jr,,25,,,1,4.00,6.00,17,5,,1,,,,,,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,4,"Briede, Belle",Jr,,25,,,1,4.00,6.00,17,5,,1,,,,,,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,22,"Puda, Jacqueline",Fr,M,17,,17,,,0.00,14,4,,,,,,,0,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,22,"Puda, Jacqueline",Fr,M,17,,17,,,0.00,14,4,,,,,,,0,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,3,"Haley, Madiso",Jr,,24,,,11,14.00,36.00,70,13,,3,,,,,0,,,,,,,,,,,1,3
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,3,"Haley, Madiso",Jr,,24,,,11,14.00,36.00,70,13,,3,,,,,0,,,,,,,,,,,1,3
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,13,"Russell, Hannah",Fr,D,17,,17,,,0.00,1,4,,2,,,,,0,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,13,"Russell, Hannah",Fr,D,17,,17,,,0.00,1,4,,2,,,,,0,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,6,"Malatskey, Carly",Sr,,24,,,10,4.00,24.00,59,6,,,,,,,,,,,,,,,,,,,3
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,6,"Malatskey, Carly",Sr,,24,,,10,4.00,24.00,59,6,,,,,,,,,,,,,,,,,,,3
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,6,"Gollette, Isabelle",Fr,D,17,,17,1,,2.00,14,8,,,,,,,0,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,6,"Gollette, Isabelle",Fr,D,17,,17,1,,2.00,14,8,,,,,,,0,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,18,"Tran, Sam",Sr,,24,,,5,5.00,15.00,25,1,,1,,,,,0,,,,,,,,,,1,1,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,18,"Tran, Sam",Sr,,24,,,5,5.00,15.00,25,1,,1,,,,,0,,,,,,,,,,1,1,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,18,"Van Giesen, Brianna",So,D,17,,17,,,0.00,2,6,,2,,,,,0,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,18,"Van Giesen, Brianna",So,D,17,,17,,,0.00,2,6,,2,,,,,0,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,17,"Hiatt, Sam",Sr,,23,,,,5.00,5.00,10,3,,1,,,,,,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,17,"Hiatt, Sam",Sr,,23,,,,5.00,5.00,10,3,,1,,,,,,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,10,"DeWitt, Sarah",So,F,17,,17,,,0.00,23,19,,1,,,,,0,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,10,"DeWitt, Sarah",So,F,17,,17,,,0.00,23,19,,1,,,,,0,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,5,"Enge, Sierra",Fr,,23,,,1,2.00,4.00,14,3,,,,,,,,,,,,,,,,,,,1
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,5,"Enge, Sierra",Fr,,23,,,1,2.00,4.00,14,3,,,,,,,,,,,,,,,,,,,1
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,7,"Palhof, McKayla",Fr,M,17,,17,,,0.00,7,5,,,,,,,0,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,7,"Palhof, McKayla",Fr,M,17,,17,,,0.00,7,5,,,,,,,0,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,12,"Harber, Jojo",Jr,,22,,,3,3.00,9.00,17,6,,,,,,,,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,12,"Harber, Jojo",Jr,,22,,,3,3.00,9.00,17,6,,,,,,,,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,15,"Shimamoto, Jamie-Ly",Fr,F,17,,17,,,0.00,3,7,,,,,,,0,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,15,"Shimamoto, Jamie-Ly",Fr,F,17,,17,,,0.00,3,7,,,,,,,0,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,9,"Smith, Sophia",So,,21,,,17,9.00,43.00,111,4,,1,,,,,,,,,,,,,,,1,1,3
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,9,"Smith, Sophia",So,,21,,,17,9.00,43.00,111,4,,1,,,,,,,,,,,,,,,1,1,3
2019-20,St. John's (NY) Red Storm,Ian Stone,Women's Soccer,25,"Hornsey, Addiso",Fr,,18,,,,2.00,2.00,7,10,,,,,,,0,,,,,,,,,,,,
2019-20,St. John's (NY) Red Storm,Ian Stone,Women's Soccer,25,"Hornsey, Addiso",Fr,,18,,,,2.00,2.00,7,10,,,,,,,0,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,16,"Pineda, Kare",Fr,M,16,,16,,,0.00,4,13,,1,,,,,0,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,16,"Pineda, Kare",Fr,M,16,,16,,,0.00,4,13,,1,,,,,0,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,19,"Meyer, Katie",So,,16,,,,,0.00,,,,1,,8,8,1306:01,4,0.276,18,0.818,10,1,14,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,19,"Meyer, Katie",So,,16,,,,,0.00,,,,1,,8,8,1306:01,4,0.276,18,0.818,10,1,14,,,,,,
2019-20,St. John's (NY) Red Storm,Ian Stone,Women's Soccer,9,"Madden, Alex",Jr,,18,,,2,1.00,5.00,15,7,,,,,,,0,,,,,,,,,,,,
2019-20,St. John's (NY) Red Storm,Ian Stone,Women's Soccer,9,"Madden, Alex",Jr,,18,,,2,1.00,5.00,15,7,,,,,,,0,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,17,"MacNeill, Yawara",Fr,F,16,,16,1,,2.00,6,8,,,,,,,0,,,,,,,,,,,,
2019-20,St. Francis Brooklyn Terriers,Justine Lombardi,Women's Soccer,17,"MacNeill, Yawara",Fr,F,16,,16,1,,2.00,6,8,,,,,,,0,,,,,,,,,,,,
2019-20,Stanford Cardinal,Paul Ratcliffe,Women's Soccer,8,"Stahl, Kattali",Fr,,15,,,1,1.00,3.00,3,4,,,,,,,,,,,,,,,,,,,
